age,marital,housing,duration,y
60,married,yes,442,no
28,single,no,315,yes
58,married,yes,184,no
53,divorced,no,164,no
33,married,yes,59,no
33,single,yes,132,no
34,single,no,130,no
30,divorced,yes,40,no
59,married,yes,85,no
29,married,no,55,no
30,single,yes,178,no
38,married,no,121,no
37,single,yes,250,no
58,married,yes,697,no
43,married,yes,72,no
39,married,no,343,no
28,single,yes,333,no
45,married,no,726,no
34,married,yes,193,no
33,married,yes,64,no
48,married,yes,220,no
74,married,no,472,no
41,married,yes,93,no
48,divorced,no,315,no
33,married,yes,259,no
45,married,no,390,no
46,married,yes,148,no
28,married,yes,344,no
41,married,yes,583,yes
45,divorced,no,185,no
36,married,no,36,no
54,married,no,244,no
62,married,no,105,no
35,married,no,285,no
38,single,yes,191,no
29,single,no,62,no
30,married,yes,136,no
33,single,yes,145,no
44,married,yes,36,no
50,married,yes,93,no
50,married,yes,30,no
43,married,no,322,no
39,married,unknown,440,no
38,married,no,14,no
33,married,yes,317,no
38,married,no,145,no
51,married,no,125,no
40,divorced,no,20,no
41,single,yes,519,no
50,married,yes,80,no
29,single,no,189,no
24,single,yes,191,no
44,married,yes,175,no
44,married,yes,839,no
42,married,no,190,no
43,divorced,no,380,no
54,married,yes,412,no
37,married,yes,101,no
34,married,no,239,no
25,single,no,99,no
48,married,yes,291,no
32,married,no,79,no
30,single,yes,232,no
54,married,no,345,no
42,married,no,92,no
47,divorced,yes,221,no
47,married,no,118,no
33,single,yes,507,yes
37,married,yes,153,no
60,married,no,55,no
44,married,no,188,no
29,single,no,96,no
30,single,no,97,no
37,married,yes,170,no
52,married,no,165,no
52,divorced,no,18,no
30,married,yes,434,no
53,divorced,no,405,no
27,single,yes,274,no
50,married,no,463,no
42,married,yes,607,yes
48,married,no,252,no
48,married,yes,627,no
55,married,no,469,no
31,single,unknown,222,no
38,married,no,311,no
43,married,yes,221,no
24,single,no,111,no
31,married,no,18,no
39,divorced,no,99,no
63,married,yes,144,yes
36,single,no,544,no
45,married,yes,149,no
27,single,yes,623,yes
55,married,yes,101,no
36,divorced,yes,282,no
39,single,no,952,no
44,divorced,no,50,no
31,divorced,no,231,no
38,single,yes,76,no
51,married,yes,87,no
49,married,yes,120,no
29,single,no,240,no
42,married,no,378,no
32,single,no,956,yes
47,married,no,17,no
31,single,no,92,no
41,single,yes,640,no
35,single,no,180,no
41,divorced,no,117,no
35,married,no,127,no
29,single,no,257,no
39,single,yes,686,no
33,married,yes,168,no
40,divorced,no,170,no
35,single,yes,159,no
31,married,yes,218,no
36,married,no,206,no
30,single,no,219,no
53,married,yes,115,no
35,married,yes,253,no
33,married,yes,690,yes
32,single,yes,148,no
36,married,yes,55,no
33,single,no,402,no
38,married,yes,68,no
34,married,no,414,no
31,married,no,155,yes
57,married,no,469,no
31,married,yes,99,no
43,married,no,335,no
30,married,yes,288,yes
42,divorced,yes,71,no
55,divorced,yes,628,no
33,married,yes,35,no
41,single,yes,378,no
36,married,yes,101,no
27,single,no,93,no
37,married,yes,43,no
55,single,yes,204,no
33,single,no,375,no
60,divorced,no,105,no
35,married,no,34,no
58,divorced,yes,628,yes
43,divorced,yes,133,no
31,single,yes,145,no
36,married,yes,129,no
45,married,yes,121,no
36,married,no,1739,no
39,married,no,225,no
51,divorced,yes,128,no
31,single,yes,161,no
26,single,yes,277,no
40,married,unknown,247,no
36,single,yes,126,yes
52,married,no,173,no
39,married,yes,164,no
40,married,yes,169,no
37,single,no,104,no
33,divorced,no,249,no
56,divorced,yes,457,no
48,married,yes,1337,no
42,married,yes,81,no
32,single,yes,152,no
57,divorced,yes,81,no
25,single,yes,14,no
50,married,no,42,no
57,divorced,yes,162,no
31,married,no,183,no
22,single,yes,131,yes
32,married,no,285,no
26,single,no,168,no
49,married,no,63,no
32,married,yes,29,no
26,single,no,541,no
33,married,yes,59,no
37,married,no,69,no
32,married,no,302,no
39,divorced,no,93,no
32,single,yes,110,no
29,married,no,249,no
34,single,yes,118,no
35,married,yes,117,yes
44,single,yes,158,no
33,married,yes,169,no
30,single,yes,9,no
31,single,yes,118,no
38,married,no,559,no
33,married,yes,61,no
29,single,no,174,no
29,single,no,299,no
64,married,yes,239,yes
33,married,no,146,no
44,married,yes,140,no
55,married,yes,197,no
41,divorced,no,16,no
58,married,yes,846,yes
41,married,yes,440,no
47,married,no,471,no
45,married,no,262,no
43,divorced,no,409,no
32,married,no,183,yes
29,single,yes,105,no
25,single,no,333,no
48,single,yes,193,no
42,single,no,353,no
31,married,yes,332,no
44,married,no,312,no
42,married,yes,364,no
79,married,no,149,yes
31,married,no,397,no
37,married,no,26,no
40,married,yes,182,no
53,single,yes,122,no
37,married,no,52,no
34,single,yes,40,no
31,married,no,89,no
57,married,yes,627,no
35,married,yes,288,no
46,married,yes,154,no
41,married,yes,150,no
31,married,no,275,no
40,married,no,200,no
53,divorced,yes,95,no
48,divorced,yes,108,no
24,single,yes,290,no
53,divorced,no,460,no
35,married,yes,178,no
45,married,yes,107,no
36,married,yes,56,no
41,married,no,191,no
56,married,no,442,no
46,divorced,no,93,no
42,divorced,no,254,no
38,married,yes,201,no
52,married,yes,108,no
33,married,no,1388,yes
50,married,no,679,no
56,married,no,687,no
35,married,no,250,no
31,married,yes,155,no
86,married,yes,340,yes
52,married,yes,322,yes
40,single,no,136,no
48,married,yes,250,no
29,single,yes,206,no
35,married,no,34,no
32,married,yes,158,no
30,single,no,303,no
40,married,yes,177,no
29,single,no,178,yes
36,married,yes,223,no
29,single,yes,128,no
45,married,yes,142,no
43,married,no,265,no
30,married,no,1357,yes
36,single,no,140,no
34,married,yes,285,yes
30,single,no,86,no
51,married,yes,201,no
41,married,yes,313,no
32,single,yes,293,no
24,married,yes,130,no
44,married,yes,1030,yes
31,single,no,881,no
43,married,yes,247,no
55,married,yes,497,no
31,divorced,no,143,no
33,married,yes,41,no
35,married,no,150,no
26,married,no,261,no
34,married,no,150,no
44,married,no,252,no
34,single,no,146,no
29,divorced,no,1435,no
28,single,no,361,no
39,divorced,yes,182,no
36,divorced,yes,261,no
52,married,yes,85,no
26,single,no,979,no
35,married,no,204,no
35,married,no,450,no
25,single,no,324,no
31,married,no,107,no
33,married,yes,895,no
32,married,yes,114,no
37,divorced,yes,538,no
38,married,yes,788,yes
58,divorced,yes,293,no
59,married,no,204,no
57,married,no,500,no
41,married,no,182,no
48,divorced,no,88,no
33,married,no,1342,yes
33,married,yes,214,no
56,single,yes,219,no
34,married,no,327,no
57,married,yes,47,no
31,married,yes,78,no
36,married,no,455,no
28,single,yes,453,no
39,married,yes,34,no
49,married,yes,234,no
29,single,unknown,242,no
30,married,no,284,no
49,married,yes,219,no
29,single,yes,91,no
33,married,no,110,no
43,married,no,398,no
30,married,no,125,no
69,married,yes,71,no
58,married,no,205,no
24,single,yes,80,no
50,divorced,yes,199,no
40,single,yes,139,no
31,single,no,148,no
36,married,yes,259,no
40,married,no,215,no
53,married,yes,277,no
47,divorced,no,532,yes
33,single,no,165,no
57,divorced,yes,97,no
34,married,yes,121,yes
58,divorced,yes,57,no
42,married,yes,164,no
49,married,yes,83,no
48,single,yes,159,no
39,divorced,yes,156,no
48,married,no,373,no
32,married,yes,52,no
33,married,yes,153,no
34,married,yes,258,no
49,married,no,156,no
51,married,no,110,no
37,married,no,157,no
25,single,no,16,no
34,single,yes,435,no
30,married,no,758,no
37,married,yes,398,no
59,married,no,140,no
47,divorced,yes,40,no
45,divorced,yes,112,no
39,divorced,no,2033,no
42,single,no,306,no
42,single,unknown,83,no
31,married,no,109,no
30,married,yes,613,no
33,married,yes,83,no
23,single,no,169,no
57,married,yes,546,no
55,divorced,no,885,yes
38,divorced,yes,137,no
26,married,no,73,no
26,married,yes,209,no
29,single,yes,643,no
39,married,yes,72,no
27,single,no,212,yes
27,single,no,869,no
29,married,no,161,no
80,divorced,no,169,yes
59,married,yes,133,no
33,married,yes,194,no
43,married,yes,97,no
30,married,yes,597,no
44,single,no,815,no
34,married,yes,180,no
47,married,no,86,no
48,married,no,274,no
58,divorced,no,210,no
38,married,no,50,no
28,single,no,28,no
45,married,yes,696,yes
41,married,yes,239,no
56,married,no,190,no
39,married,no,159,no
40,married,no,162,no
32,single,yes,75,no
40,divorced,no,366,no
35,married,no,72,no
35,married,unknown,12,no
34,married,no,985,yes
34,divorced,yes,306,no
48,married,yes,323,no
33,married,no,321,no
46,married,no,60,no
44,married,yes,272,no
59,married,yes,286,no
26,single,no,140,no
31,married,no,121,no
39,married,no,87,no
52,divorced,no,676,yes
29,single,yes,13,no
34,married,no,290,yes
38,married,yes,119,no
57,married,yes,81,no
24,single,yes,406,yes
48,married,no,984,no
33,divorced,yes,187,yes
36,married,no,97,no
59,married,unknown,416,no
28,single,yes,268,yes
47,married,yes,86,no
53,married,no,102,no
49,married,yes,219,no
29,single,yes,38,no
44,divorced,unknown,47,no
51,married,yes,51,no
27,single,yes,76,no
39,married,no,413,no
30,single,yes,88,no
33,married,yes,74,no
31,single,yes,160,no
36,married,yes,16,no
41,married,yes,145,no
36,married,yes,181,no
34,single,yes,247,no
39,married,no,77,no
43,married,no,458,yes
50,divorced,no,132,no
32,married,no,87,no
45,married,no,319,no
49,married,no,227,no
38,married,no,195,yes
50,married,yes,124,no
43,single,yes,519,no
50,married,no,163,no
37,married,no,854,no
37,divorced,no,312,no
49,married,yes,29,no
31,single,no,207,yes
30,single,no,402,no
35,single,yes,100,no
42,divorced,no,359,no
54,married,yes,94,no
43,married,no,153,no
53,married,no,1603,yes
39,married,yes,200,no
45,married,yes,334,no
54,divorced,yes,355,no
40,married,yes,141,no
41,married,yes,97,no
38,married,yes,95,no
57,divorced,yes,172,no
45,married,no,208,no
36,married,no,111,no
41,married,yes,312,no
42,married,no,67,no
28,married,no,325,no
38,married,no,125,no
41,divorced,no,620,no
39,single,yes,642,no
35,married,yes,181,no
31,married,yes,51,no
34,divorced,no,116,no
37,married,yes,372,no
26,single,no,53,no
34,single,no,955,yes
30,married,no,199,no
45,single,yes,164,yes
41,divorced,yes,418,yes
32,single,yes,495,yes
26,single,no,8,no
62,married,no,262,yes
37,married,no,84,no
78,married,yes,321,no
55,married,yes,278,no
53,married,yes,51,no
41,married,yes,252,yes
35,divorced,no,259,no
31,married,no,1573,yes
30,married,no,1031,no
33,divorced,no,197,no
50,married,yes,332,no
35,married,yes,82,no
41,divorced,yes,178,yes
29,single,no,185,yes
26,married,yes,149,no
55,single,unknown,147,no
46,married,no,10,no
28,single,no,103,no
34,single,no,116,no
32,married,no,141,no
59,married,no,190,no
48,married,yes,334,no
32,married,no,200,no
36,married,yes,389,no
57,married,yes,932,yes
49,married,yes,118,no
34,single,yes,191,no
42,married,no,478,yes
30,married,yes,106,no
45,married,no,320,no
36,married,yes,181,no
35,married,yes,265,no
26,single,unknown,115,no
42,married,yes,334,no
54,married,no,39,no
38,single,yes,936,yes
31,single,yes,15,no
37,married,yes,121,no
53,single,no,351,no
49,divorced,no,56,no
23,married,yes,87,no
40,married,no,168,no
35,married,no,282,no
34,single,no,392,no
44,married,no,244,no
41,married,yes,347,no
59,married,yes,77,no
38,married,yes,802,no
42,married,no,360,no
44,married,no,442,yes
47,single,no,549,no
27,single,yes,7,no
46,married,no,385,no
30,single,yes,121,no
47,married,yes,237,no
58,married,no,257,no
33,single,no,326,no
32,single,yes,96,no
31,single,yes,87,no
35,married,no,60,no
31,divorced,yes,274,no
31,married,no,225,no
47,married,no,637,no
37,married,yes,73,no
30,married,yes,553,no
42,married,unknown,95,no
56,married,no,116,no
50,married,yes,90,no
53,single,yes,304,yes
45,married,yes,214,no
32,single,no,143,no
34,single,no,151,no
77,married,yes,190,yes
64,divorced,yes,604,no
33,single,no,206,no
33,single,yes,146,no
33,single,no,214,no
33,single,no,634,no
40,married,no,252,no
38,married,no,172,no
68,married,yes,546,yes
35,married,no,270,no
35,single,no,1258,yes
38,married,no,989,no
46,married,no,135,no
53,married,yes,600,no
37,divorced,yes,237,no
42,divorced,no,241,no
44,married,unknown,189,no
37,married,no,54,no
37,single,unknown,277,no
30,single,yes,150,no
39,divorced,yes,241,no
30,single,yes,34,no
36,married,no,79,no
29,married,yes,383,no
35,married,no,98,no
35,married,no,188,no
31,married,yes,395,no
41,married,yes,175,yes
35,married,no,205,no
32,married,yes,370,no
29,married,yes,94,no
55,divorced,yes,849,yes
54,married,yes,250,no
49,single,unknown,479,no
58,married,no,249,no
34,married,no,11,no
41,single,yes,105,no
58,divorced,yes,63,no
50,divorced,no,427,no
31,married,no,186,no
62,married,yes,212,no
38,married,yes,63,no
37,married,yes,268,no
35,married,no,130,no
26,married,no,232,no
45,married,yes,239,no
31,single,yes,800,no
44,married,no,735,yes
31,single,yes,73,no
64,married,no,78,no
48,married,no,79,no
40,single,no,227,no
26,single,no,59,no
26,single,yes,167,no
41,divorced,yes,380,no
80,divorced,yes,654,yes
23,single,yes,56,no
59,married,yes,860,yes
36,married,no,208,no
24,single,no,180,no
36,single,no,275,no
52,married,yes,41,no
31,married,yes,289,no
33,married,no,166,no
43,married,yes,238,no
34,single,no,90,no
32,single,no,165,no
40,single,no,371,no
31,single,yes,13,no
45,married,no,278,no
55,divorced,yes,179,no
48,married,no,485,no
28,married,unknown,211,no
33,married,yes,313,yes
36,married,no,127,no
46,married,yes,81,no
35,married,yes,150,no
76,married,no,103,no
36,single,yes,592,yes
45,married,yes,103,no
31,married,yes,1037,no
35,married,no,184,no
35,married,yes,219,no
32,single,yes,109,no
35,single,yes,49,no
26,single,no,236,no
32,single,yes,297,no
59,married,yes,226,no
33,married,no,100,no
35,married,yes,260,no
42,married,no,68,no
35,married,no,96,no
51,single,yes,179,no
51,married,yes,140,no
31,divorced,no,152,no
50,divorced,no,60,no
30,married,unknown,107,no
36,married,yes,12,no
38,married,no,120,no
48,married,no,159,no
27,unknown,no,192,yes
31,married,no,62,no
50,married,no,134,no
55,married,yes,16,no
47,married,yes,97,no
27,divorced,no,138,no
55,married,no,63,no
58,married,yes,652,no
36,married,no,211,no
38,divorced,no,192,no
57,married,no,80,no
23,married,yes,50,no
22,single,no,34,no
35,married,yes,283,no
36,divorced,no,767,no
48,married,no,17,no
32,single,no,172,no
37,married,no,78,no
36,married,no,133,no
53,married,no,268,no
34,married,no,191,no
33,married,yes,48,no
28,single,no,466,no
46,married,yes,62,no
31,married,no,256,no
37,single,yes,316,no
57,married,yes,432,no
45,married,yes,222,no
36,married,yes,60,no
32,married,no,146,no
30,single,yes,186,no
44,single,yes,504,yes
31,single,yes,117,no
36,married,unknown,155,no
45,single,no,223,no
57,married,no,506,no
62,married,yes,531,yes
30,married,yes,265,no
52,married,no,151,no
35,married,no,366,no
45,married,yes,73,no
33,single,no,109,no
52,divorced,yes,183,no
32,married,no,140,no
46,divorced,no,101,no
56,married,no,120,no
36,married,yes,128,no
50,married,no,411,no
31,married,unknown,73,no
34,married,no,365,no
30,single,yes,159,no
32,divorced,yes,294,no
38,married,no,606,no
45,married,no,232,yes
47,divorced,yes,47,no
48,married,no,319,no
44,divorced,yes,115,no
43,married,yes,149,no
51,married,yes,67,no
53,married,no,545,no
34,married,yes,500,no
54,married,yes,229,no
50,married,yes,137,no
46,married,yes,79,no
46,married,yes,65,no
58,divorced,no,245,no
31,married,yes,143,no
34,married,no,35,no
32,married,no,165,no
46,married,no,428,no
59,married,no,193,yes
46,single,no,119,no
49,married,yes,553,no
41,married,no,316,no
55,married,yes,63,no
48,married,yes,334,no
40,married,yes,108,no
38,divorced,no,311,no
33,single,yes,179,yes
39,married,yes,14,no
35,married,no,190,no
40,married,yes,343,no
27,single,yes,512,no
34,divorced,yes,190,no
34,single,no,182,no
35,married,no,52,no
46,divorced,no,376,yes
35,married,no,695,yes
50,married,no,166,no
47,single,no,369,no
29,single,no,103,no
39,married,no,246,no
32,single,no,132,no
30,married,yes,111,no
44,married,no,239,no
47,married,yes,140,no
40,married,yes,172,no
42,married,no,61,no
39,single,yes,308,yes
26,single,no,551,yes
53,married,yes,583,yes
31,divorced,yes,172,no
31,single,no,582,no
34,married,no,108,no
44,married,yes,98,no
37,single,yes,23,no
34,single,yes,301,yes
45,married,yes,944,no
45,divorced,yes,146,no
41,divorced,yes,219,no
36,divorced,yes,309,no
46,married,no,103,no
26,single,no,175,no
42,married,yes,812,yes
32,single,no,106,no
37,single,no,118,no
33,married,yes,318,yes
59,divorced,no,167,no
50,divorced,no,85,no
41,married,yes,93,no
30,married,no,644,no
32,married,yes,322,yes
52,married,yes,160,no
35,single,no,126,no
33,married,yes,124,no
33,single,no,26,no
28,single,yes,229,no
29,single,no,553,no
36,married,yes,415,no
42,married,no,437,no
51,divorced,no,244,no
37,single,no,74,no
42,divorced,yes,166,no
31,single,yes,88,no
31,single,no,7,no
56,married,no,310,no
40,married,yes,324,no
36,married,no,658,no
43,divorced,no,96,no
48,married,yes,79,no
34,married,yes,156,no
56,married,yes,197,no
43,divorced,yes,99,no
31,married,yes,45,no
30,married,yes,171,no
53,divorced,no,625,no
20,single,no,36,no
31,single,yes,123,no
48,married,yes,346,no
32,married,yes,906,no
40,single,yes,158,no
45,divorced,yes,287,no
44,married,no,19,no
30,divorced,no,96,no
35,married,no,86,no
53,divorced,yes,648,yes
40,married,yes,265,no
59,married,no,108,no
36,single,no,86,no
30,single,yes,75,no
32,single,no,1048,yes
41,single,no,363,no
40,divorced,no,1449,yes
35,married,no,172,no
28,single,no,333,no
51,married,no,12,no
46,divorced,yes,89,no
39,married,no,131,no
33,married,yes,578,no
58,married,no,106,no
27,married,yes,634,no
31,married,yes,111,no
41,married,yes,404,no
54,divorced,yes,57,no
49,married,no,96,no
45,married,yes,228,no
27,married,yes,51,no
39,married,no,128,no
51,married,no,76,no
39,married,no,282,no
47,divorced,yes,208,no
28,married,no,60,no
32,married,no,144,no
32,single,yes,1805,no
33,married,no,1183,yes
46,married,no,1231,no
26,single,no,76,no
40,married,yes,192,yes
32,single,no,51,no
36,single,no,389,no
53,married,yes,591,no
31,divorced,yes,48,no
28,married,no,413,no
23,single,no,68,no
57,single,yes,153,no
48,married,no,207,no
56,married,yes,333,yes
39,married,no,192,no
35,single,no,371,no
34,single,yes,221,yes
34,single,yes,101,no
35,married,no,585,yes
39,married,yes,24,no
37,single,yes,47,no
52,married,no,272,yes
44,married,yes,143,no
33,single,yes,241,no
31,single,yes,210,yes
39,married,no,110,no
49,divorced,no,80,no
39,married,yes,298,no
49,married,yes,97,no
26,single,no,211,no
39,single,no,412,no
37,single,yes,76,no
49,married,yes,311,no
28,married,yes,51,no
60,married,yes,193,yes
49,married,yes,86,no
49,married,no,204,no
45,single,no,146,yes
43,married,no,206,no
47,married,yes,38,no
41,married,no,140,no
35,married,yes,332,no
40,married,yes,345,no
42,single,yes,85,no
48,single,yes,127,no
26,single,no,738,no
25,single,no,313,no
42,married,no,181,no
19,single,no,192,no
54,married,no,990,yes
33,married,yes,341,no
55,married,no,213,no
41,married,yes,44,no
35,single,no,135,no
47,married,no,36,no
47,married,yes,63,no
29,married,no,115,no
50,single,unknown,699,yes
30,married,unknown,340,no
46,married,no,336,no
47,married,no,550,no
28,single,yes,66,no
58,married,yes,47,no
54,married,yes,52,no
36,married,no,85,no
31,married,no,625,no
40,married,yes,170,no
50,married,no,291,no
56,single,no,122,no
27,single,unknown,179,yes
50,divorced,no,57,no
34,single,yes,439,no
26,married,no,269,no
26,single,yes,551,no
31,single,no,424,no
36,married,no,82,no
66,single,yes,1958,no
39,single,no,239,no
29,single,yes,156,no
32,single,unknown,31,no
57,married,yes,232,no
44,married,yes,310,no
39,married,no,158,no
35,single,yes,277,no
27,single,no,537,no
28,single,no,373,no
39,single,yes,100,no
31,single,no,174,no
57,married,no,244,no
44,married,yes,143,no
54,married,unknown,320,no
27,single,no,167,no
51,divorced,no,398,no
31,married,yes,417,no
33,single,no,152,no
32,married,no,104,no
30,married,yes,957,no
34,single,yes,1093,no
48,married,yes,57,no
20,single,yes,74,no
32,married,yes,24,no
35,single,yes,153,no
28,single,no,392,yes
38,married,yes,1374,yes
55,married,no,71,no
45,married,yes,797,no
35,single,no,10,no
51,married,no,324,no
32,married,no,112,no
45,married,no,191,no
38,married,no,346,no
38,married,no,173,no
40,divorced,no,161,no
63,married,yes,79,no
43,married,yes,1540,yes
40,married,yes,81,no
33,married,yes,128,no
36,married,yes,151,no
28,married,no,84,no
29,unknown,yes,78,no
34,married,yes,411,no
39,married,no,169,no
26,married,yes,251,yes
45,married,yes,773,yes
24,single,yes,134,yes
60,married,yes,340,no
33,married,yes,563,no
52,married,yes,198,no
53,married,yes,334,no
37,divorced,yes,146,no
28,married,no,184,no
49,married,no,95,no
40,married,yes,55,no
31,married,yes,170,no
33,divorced,yes,194,no
32,single,no,276,yes
38,married,no,879,no
61,married,yes,168,yes
44,divorced,yes,388,no
28,single,yes,106,no
58,married,yes,124,no
31,married,no,246,no
28,single,yes,315,no
48,married,no,171,no
54,married,no,294,no
47,married,yes,29,no
33,married,no,50,no
32,married,yes,82,no
58,married,yes,379,no
66,married,yes,267,yes
27,single,no,94,no
66,married,no,68,no
33,single,yes,281,no
32,single,yes,449,yes
39,divorced,yes,316,no
22,single,yes,173,no
37,divorced,no,167,no
51,married,yes,33,no
58,married,yes,101,no
46,married,yes,125,no
38,married,no,132,no
46,divorced,yes,81,no
56,married,yes,138,no
34,married,no,485,no
28,single,yes,69,no
45,married,no,79,no
53,divorced,yes,544,no
30,single,unknown,67,no
35,married,no,391,no
43,divorced,yes,150,no
46,married,yes,269,no
40,divorced,no,172,no
49,divorced,no,487,no
59,married,yes,518,yes
31,divorced,yes,65,no
26,single,no,285,no
27,married,no,438,no
32,married,no,490,no
56,married,no,241,no
50,married,yes,339,no
45,married,no,188,no
58,divorced,no,142,no
29,single,no,293,no
29,married,no,294,no
36,married,yes,85,no
28,married,yes,85,no
41,divorced,yes,109,no
32,single,no,97,no
30,single,yes,292,yes
33,divorced,unknown,224,no
23,single,no,187,no
28,single,yes,185,no
48,married,no,77,no
29,single,yes,430,no
27,married,yes,412,no
31,married,no,196,no
33,married,no,384,no
43,married,no,97,no
46,married,no,24,no
40,married,no,176,no
27,married,no,68,no
35,married,yes,197,no
70,married,yes,252,no
59,divorced,yes,362,yes
40,married,no,28,no
36,married,yes,111,no
38,married,no,923,yes
53,married,yes,409,yes
47,married,yes,103,no
71,married,no,131,no
36,married,yes,127,no
37,single,no,32,no
50,divorced,yes,136,no
41,married,no,100,no
33,married,no,21,no
30,single,yes,145,no
31,married,yes,186,no
55,married,no,362,no
42,married,no,130,no
30,single,yes,72,no
27,married,yes,15,no
50,divorced,no,148,no
40,married,yes,609,yes
38,married,yes,76,no
34,single,yes,347,no
36,married,no,50,no
32,single,yes,451,no
27,single,no,404,no
30,divorced,no,422,no
34,unknown,yes,304,no
29,married,no,100,no
39,divorced,no,101,no
32,divorced,no,309,no
34,married,yes,19,no
30,married,no,260,no
46,married,no,167,no
31,married,yes,415,no
35,single,yes,207,no
39,married,no,178,no
29,married,no,64,no
52,divorced,no,20,no
36,married,no,174,no
23,married,yes,250,no
27,married,no,217,no
43,married,no,75,no
37,single,yes,242,no
49,married,yes,336,no
45,divorced,yes,84,no
34,married,no,201,no
59,married,no,579,no
35,single,yes,156,no
32,single,unknown,215,no
49,married,no,132,no
45,married,yes,194,no
40,married,yes,257,no
24,single,no,450,yes
35,married,yes,55,no
38,single,yes,174,no
38,married,no,177,no
57,married,yes,106,no
27,single,no,300,no
34,divorced,yes,467,no
46,married,yes,379,no
49,single,no,121,no
50,divorced,no,680,no
51,married,no,304,no
36,single,no,137,no
40,married,no,154,no
24,single,no,234,no
34,married,yes,190,yes
41,married,yes,376,no
31,single,yes,380,no
56,married,yes,366,no
37,married,no,316,no
47,married,yes,502,no
41,married,no,56,no
40,single,no,328,no
55,married,yes,137,yes
32,single,yes,81,no
45,divorced,yes,17,no
39,divorced,yes,310,no
49,married,no,354,no
39,single,yes,134,no
27,single,yes,46,no
57,married,no,101,no
40,married,no,238,no
51,married,yes,156,no
51,single,yes,492,no
40,married,yes,90,no
42,married,yes,543,no
41,married,no,129,no
39,married,yes,169,no
35,single,no,360,no
75,married,no,714,yes
47,married,yes,298,no
37,single,yes,30,no
36,married,yes,20,no
27,single,no,808,no
26,single,yes,23,no
41,divorced,yes,479,no
29,married,unknown,83,no
33,divorced,no,127,no
46,married,yes,58,no
27,married,yes,289,no
42,married,yes,154,no
57,married,yes,269,no
40,single,no,8,no
33,married,yes,827,no
35,married,no,297,no
42,divorced,yes,426,no
38,single,no,70,no
46,married,no,68,no
42,married,no,295,no
27,single,no,508,no
25,single,yes,100,no
59,married,no,424,no
25,married,yes,149,no
47,married,yes,934,yes
49,divorced,no,138,no
33,single,no,87,no
30,single,no,63,no
42,married,yes,298,no
47,married,no,91,no
39,married,yes,908,yes
42,married,no,262,no
34,married,yes,24,no
24,single,no,199,no
50,married,yes,112,no
48,married,no,52,no
46,divorced,yes,133,no
27,single,yes,43,no
29,married,unknown,27,no
31,married,no,1106,no
30,married,yes,195,no
46,married,no,246,no
38,married,yes,74,no
33,married,yes,160,no
36,married,no,501,no
33,divorced,no,1161,no
57,married,no,178,no
27,married,no,550,no
56,married,no,820,no
29,married,yes,122,no
58,married,yes,45,no
31,married,no,1319,no
34,single,yes,518,yes
26,single,yes,687,yes
30,single,no,136,no
31,single,no,191,no
33,single,no,316,no
40,married,yes,154,no
41,married,yes,81,no
27,single,no,528,no
34,married,no,294,no
44,divorced,yes,134,no
25,single,no,206,no
42,married,no,73,no
38,married,no,195,no
45,married,yes,317,yes
43,married,yes,114,no
35,married,no,211,no
51,single,no,139,no
76,married,no,61,no
41,married,yes,116,no
36,married,no,78,no
27,married,yes,101,no
28,married,yes,573,no
42,married,no,604,no
29,married,yes,137,no
31,married,no,136,no
32,married,yes,97,no
43,divorced,no,853,yes
30,married,no,166,no
55,married,no,976,yes
66,married,yes,568,yes
44,married,no,13,no
43,single,no,147,no
54,married,yes,375,no
35,divorced,no,66,no
36,divorced,no,825,no
34,single,no,168,no
36,married,yes,226,no
33,married,yes,278,no
38,married,yes,349,no
42,married,yes,85,no
37,married,no,208,no
29,single,yes,22,no
56,married,yes,508,no
31,married,yes,117,no
30,single,yes,394,no
30,single,yes,451,no
55,married,no,197,no
57,married,yes,318,no
55,divorced,no,139,no
58,married,yes,328,no
48,married,no,143,no
38,single,yes,328,no
50,married,no,161,no
38,married,yes,848,yes
49,married,yes,210,no
46,married,no,128,no
27,single,no,413,no
78,married,yes,173,yes
42,married,yes,53,no
44,married,yes,504,yes
34,married,yes,329,no
30,married,yes,99,no
55,married,no,118,no
27,divorced,no,9,no
49,divorced,no,39,no
40,divorced,yes,893,yes
58,married,no,235,no
47,married,yes,132,no
60,married,no,200,yes
34,single,no,351,no
31,married,yes,151,no
38,single,yes,50,no
58,single,yes,851,yes
38,divorced,no,78,no
33,married,yes,344,yes
33,single,no,151,no
29,single,no,231,no
52,divorced,yes,70,no
44,married,yes,274,no
31,single,yes,750,yes
34,divorced,yes,14,no
30,single,no,285,no
39,divorced,yes,1134,yes
55,married,yes,78,no
37,divorced,yes,122,no
78,divorced,yes,463,no
32,married,no,176,no
34,married,no,288,no
37,married,no,345,yes
48,divorced,yes,294,no
29,married,no,391,no
33,married,yes,140,no
34,married,no,177,no
48,married,yes,294,yes
42,married,no,276,no
39,single,yes,160,no
49,married,yes,42,no
30,single,yes,254,no
37,married,yes,357,no
28,single,no,472,yes
58,married,no,131,no
39,married,no,496,no
35,single,yes,271,no
38,married,yes,839,yes
46,divorced,no,246,no
48,married,no,506,no
55,married,yes,705,no
43,married,yes,107,no
56,married,no,626,no
33,married,no,181,no
36,married,yes,128,no
40,married,no,342,no
44,divorced,yes,132,no
28,single,no,117,no
24,single,yes,203,no
32,divorced,no,287,no
